14,29,29,29,29,14,29,14,29,14,14,14,29,14,14,14,29,29,14,29,29,29,14,29,29,29,14,29,14,29,14,14,14,29,14,14,29,14,29,14,29,29,14,29,14,29,14,14,29,29
14,29,14,29,29,29,29,14,29,14,29,29,14,14,29,14,29,14,29,29,14,29,14,29,14,14,14,14,14,14,14,29,29,14,14,14,14,29,14,29,14,29,14,29,29,29,14,29,29,29
14,14,14,14,14,29,29,14,14,29,29,29,29,29,14,29,29,14,29,29,14,14,29,29,29,14,14,14,14,14,29,14,14,29,29,29,14,29,14,29,29,14,14,29,14,14,14,29,14,29
29,29,14,29,29,29,29,29,14,29,29,14,14,29,29,14,14,14,29,14,29,14,29,14,14,29,29,14,29,14,14,29,14,29,14,29,14,29,14,29,29,29,29,14,14,14,29,14,29,29
29,29,14,29,29,29,29,14,14,14,29,29,14,14,29,14,14,29,29,29,14,29,29,14,29,29,29,14,14,29,14,14,29,14,29,14,14,29,29,29,29,14,14,29,14,29,29,29,14,29
14,29,29,29,29,29,29,14,29,14,29,29,14,29,29,29,29,29,14,14,14,14,14,14,29,29,29,14,29,14,14,14,29,14,29,29,29,29,29,14,29,29,14,29,14,29,29,29,14,29
29,29,29,14,14,29,14,14,14,29,29,14,14,14,29,14,29,14,14,14,14,14,14,29,14,29,29,29,14,29,14,14,29,14,14,14,29,14,29,29,14,29,29,29,29,29,29,14,14,29
14,29,14,14,14,14,14,29,14,14,14,14,14,29,29,14,29,14,14,29,29,29,29,29,14,14,29,29,29,29,29,29,29,14,29,14,14,29,29,14,14,14,29,29,29,14,14,14,14,29
14,14,14,29,14,14,29,14,29,29,29,29,14,29,29,14,29,14,14,14,29,29,14,14,14,14,14,29,14,29,29,29,29,14,29,14,14,29,29,14,29,29,14,14,14,29,29,14,14,29
14,29,29,14,29,29,29,14,29,29,14,14,29,14,14,14,14,14,29,29,29,29,29,29,29,29,14,29,29,14,29,14,29,14,14,29,29,14,29,14,14,14,14,29,14,14,14,29,29,29
